3.5855226966743977E-16 1.3553277596838233E-15 
3.339872748149878E-14 4.940712996562605E-16 
3.339872748149878E-14 4.940712996562605E-16 
3.5855226966743977E-16 1.3553277596838233E-15 
3.5855226966743977E-16 1.3553277596838233E-15 
3.339872748149878E-14 4.940712996562605E-16 
3.5855226966743977E-16 1.3553277596838233E-15 
3.339872748149878E-14 4.940712996562605E-16 
3.339872748149878E-14 4.940712996562605E-16 
3.5855226966743977E-16 1.3553277596838233E-15 
3.339872748149878E-14 4.940712996562605E-16 
3.5855226966743977E-16 1.3553277596838233E-15 
3.5855226966743977E-16 1.3553277596838233E-15 
3.339872748149878E-14 4.940712996562605E-16 
3.339872748149878E-14 4.940712996562605E-16 
3.5855226966743977E-16 1.3553277596838233E-15 
3.339872748149878E-14 4.940712996562605E-16 
3.5855226966743977E-16 1.3553277596838233E-15 
3.339872748149878E-14 4.940712996562605E-16 
3.5855226966743977E-16 1.3553277596838233E-15 
3.5855226966743977E-16 1.3553277596838233E-15 
3.339872748149878E-14 4.940712996562605E-16 
3.339872748149878E-14 4.940712996562605E-16 
3.5855226966743977E-16 1.3553277596838233E-15 
3.5855226966743977E-16 1.3553277596838233E-15 
3.339872748149878E-14 4.940712996562605E-16 
3.339872748149878E-14 4.940712996562605E-16 
3.5855226966743977E-16 1.3553277596838233E-15 
3.339872748149878E-14 4.940712996562605E-16 
3.5855226966743977E-16 1.3553277596838233E-15 
3.339872748149878E-14 4.940712996562605E-16 
3.5855226966743977E-16 1.3553277596838233E-15 
3.5855226966743977E-16 1.3553277596838233E-15 
3.339872748149878E-14 4.940712996562605E-16 
3.5855226966743977E-16 1.3553277596838233E-15 
3.339872748149878E-14 4.940712996562605E-16 
3.339872748149878E-14 4.940712996562605E-16 
3.5855226966743977E-16 1.3553277596838233E-15 
3.5855226966743977E-16 1.3553277596838233E-15 
3.339872748149878E-14 4.940712996562605E-16 
3.339872748149878E-14 4.940712996562605E-16 
3.5855226966743977E-16 1.3553277596838233E-15 
3.339872748149878E-14 4.940712996562605E-16 
3.5855226966743977E-16 1.3553277596838233E-15 
3.339872748149878E-14 4.940712996562605E-16 
3.5855226966743977E-16 1.3553277596838233E-15 
3.5855226966743977E-16 1.3553277596838233E-15 
3.339872748149878E-14 4.940712996562605E-16 
3.339872748149878E-14 4.940712996562605E-16 
3.5855226966743977E-16 1.3553277596838233E-15 
3.339872748149878E-14 4.940712996562605E-16 
3.5855226966743977E-16 1.3553277596838233E-15 
3.5855226966743977E-16 1.3553277596838233E-15 
3.339872748149878E-14 4.940712996562605E-16 
3.339872748149878E-14 4.940712996562605E-16 
3.5855226966743977E-16 1.3553277596838233E-15 
3.339872748149878E-14 4.940712996562605E-16 
3.5855226966743977E-16 1.3553277596838233E-15 
3.5855226966743977E-16 1.3553277596838233E-15 
3.339872748149878E-14 4.940712996562605E-16 
3.339872748149878E-14 4.940712996562605E-16 
3.5855226966743977E-16 1.3553277596838233E-15 
3.5855226966743977E-16 1.3553277596838233E-15 
3.339872748149878E-14 4.940712996562605E-16 
3.5855226966743977E-16 1.3553277596838233E-15 
3.339872748149878E-14 4.940712996562605E-16 
3.5855226966743977E-16 1.3553277596838233E-15 
3.339872748149878E-14 4.940712996562605E-16 
3.339872748149878E-14 4.940712996562605E-16 
3.5855226966743977E-16 1.3553277596838233E-15 
3.339872748149878E-14 4.940712996562605E-16 
3.5855226966743977E-16 1.3553277596838233E-15 
3.5855226966743977E-16 1.3553277596838233E-15 
3.339872748149878E-14 4.940712996562605E-16 
3.339872748149878E-14 4.940712996562605E-16 
3.5855226966743977E-16 1.3553277596838233E-15 
3.5855226966743977E-16 1.3553277596838233E-15 
3.339872748149878E-14 4.940712996562605E-16 
3.339872748149878E-14 4.940712996562605E-16 
3.5855226966743977E-16 1.3553277596838233E-15 
3.339872748149878E-14 4.940712996562605E-16 
3.5855226966743977E-16 1.3553277596838233E-15 
3.5855226966743977E-16 1.3553277596838233E-15 
3.339872748149878E-14 4.940712996562605E-16 
3.5855226966743977E-16 1.3553277596838233E-15 
3.339872748149878E-14 4.940712996562605E-16 
3.5855226966743977E-16 1.3553277596838233E-15 
3.339872748149878E-14 4.940712996562605E-16 
3.5855226966743977E-16 1.3553277596838233E-15 
3.339872748149878E-14 4.940712996562605E-16 
3.339872748149878E-14 4.940712996562605E-16 
3.5855226966743977E-16 1.3553277596838233E-15 
3.5855226966743977E-16 1.3553277596838233E-15 
3.339872748149878E-14 4.940712996562605E-16 
3.339872748149878E-14 4.940712996562605E-16 
3.5855226966743977E-16 1.3553277596838233E-15 
3.5855226966743977E-16 1.3553277596838233E-15 
3.339872748149878E-14 4.940712996562605E-16 
3.5855226966743977E-16 1.3553277596838233E-15 
3.339872748149878E-14 4.940712996562605E-16 
